,0.001,0.01,0.99,0.999
CEEB3,-0.06968822690385337,-0.04001120260360294,0.04426897655339451,0.09064642312923542
ALUP4,-0.14074860588920401,-0.07473751090773638,0.06540714488726791,0.1659965888125228
FIGE3,0.0,0.0,0.0,0.27251775900030023
MWET3,-0.4085590260091474,-0.10111974562763855,0.06090853935583004,0.6508131543798865
ABTT34,-0.12341430543041988,-0.04764027943170365,0.05290817606788036,0.14691801491968975
FLRY3,-0.09035390551060285,-0.04906927796967523,0.049452119772764265,0.0911875020265535
ETER3,-0.19044468117438199,-0.08730170956785144,0.10225908294565643,0.20312164975305338
ISUS11,-0.08264803299661527,-0.034374117047914585,0.031985247308777665,0.07375538663302356
AFLT3,-0.25331079066609397,-0.10163512865601537,0.10536051101730903,0.39391601575500923
PETR3,-0.16940270530706927,-0.07541550662481594,0.07670232903764124,0.13339106171207704
YDUQ3,-0.1501395073019223,-0.07885225676974075,0.08623789303359539,0.17703409969722456
AALL34,-0.22087537624210296,-0.08507436425871691,0.08409306372646157,0.23654339696722654
ANIM3,-0.20994296565121934,-0.09354648060538719,0.09636787277643014,0.15818482551508417
MMMC34,-0.12524533815998085,-0.04344298066217339,0.04972440553441311,0.08185487378168514
GEOO34,-0.10542436955446147,-0.05683712508329225,0.0682727910760178,0.14471374904278753
BRSR6,-0.12705549541068728,-0.06406241176247605,0.06126567544064795,0.09871604862327579
BGIP3,-0.15215630420621898,-0.05939900722722619,0.08613686750477957,0.17831137110478887
TECN3,-0.15326627031337006,-0.07974697664456562,0.09938493485158308,0.17937940068052532
TEKA4,-0.3358202682912474,-0.15415067982725836,0.15958094261668565,0.37764776340687994
MATB11,-0.1137800363984486,-0.04757596235941897,0.04773849320728241,0.09235612728668971
CSCO34,-0.10421281517368745,-0.04840363300291428,0.054516075655190926,0.09986010534554561
CRPG5,-0.20423337674383166,-0.11081556321161888,0.10787612574454014,0.26349136122245403
PFIZ34,-0.0757606006019732,-0.0411929012275341,0.04605148982666482,0.09010829453952425
MERC4,-0.2471355109082573,-0.09588973225078777,0.0896851930837388,0.35969060426624333
TAEE4,-0.10786772150203806,-0.03887375870357192,0.0439700851590074,0.07128915522711222
AAPL34,-0.10469839132407957,-0.05384156217369555,0.05615099240633615,0.12199544656539273
SAPR11,-0.11290608559060465,-0.04848725943254539,0.053648872978497235,0.07196633691976527
OGXP3,-0.3152492021031382,-0.162678440618553,0.13353139262452257,0.4068540117014378
FDMO34,-0.13983745800859274,-0.06738398234796926,0.07135932682599049,0.1530335472011252
UGPA3,-0.13204978615302532,-0.058178910347654524,0.05573389292118141,0.1527506184101675
SNSY5,-0.35743789982776614,-0.14896253758715536,0.1541506440644719,0.348706782661263
ENGI3,-0.2838728071427386,-0.09531031975239747,0.11215033389434251,0.26010449046386075
PATI4,-0.20081498633908712,-0.0824593187670675,0.09385269502601798,0.20168196999182011
MDLZ34,-0.08639303448335789,-0.045721056798355066,0.04845312328379917,0.07692538052676182
BDLL3,-0.23067477824563645,-0.06732216259654118,0.052841326539891605,0.1796249825746511
VERZ34,-0.07355079765355144,-0.04104812027409938,0.04434118698524107,0.08377889920409769
BRGE3,-0.24637832671616627,-0.10185320274882713,0.10114382182516357,0.39405515284289333
ECPR3,-0.1710519143410089,-0.019315580585738037,0.018754721189950675,0.22762415915472745
BMIN3,-0.2582822343814089,-0.1013523925696847,0.09531019631905188,0.312805474372171
USIM5,-0.17070244173824958,-0.08253275480980943,0.09194297795982961,0.1886899704567212
COCE3,-0.1802539600241011,-0.07071377067505064,0.06994657623418811,0.1827550083898342
CGRA3,-0.12210407984669248,-0.06557097559471284,0.06674363535879244,0.1257311569812369
AXPB34,-0.12795620047730044,-0.05350639394447902,0.0598030241844825,0.14728084763479551
CEDO3,-0.22336351890253414,-0.13119412239619607,0.11773242292328549,0.3947607116982716
AMER3,-0.34775260326695057,-0.11200405840170466,0.11795792208896722,0.24852809138142212
EKTR4,-0.1639309990139181,-0.0823427331259246,0.09082135078517846,0.17531849147769954
AHEB3,-0.3857501485702643,-0.07566436834819926,0.07733791246266757,0.4049114295236848
ABCB4,-0.11308914574993471,-0.05126078561449604,0.050767221881399635,0.09261656251685327
BRGE6,-0.2415155247639885,-0.06741543334942048,0.061364778339979255,0.48187397199618404
BAUH4,-0.22323837509449979,-0.09735778839009218,0.0953101738327496,0.26607577619766815
ITUB3,-0.10444505179922599,-0.045102341079383906,0.046505291404847486,0.08142059194913652
GPSI34,-0.26824225034507243,-0.09485442777125162,0.09894141829559393,0.22731438263611262
VIVT3,-0.08133858590940218,-0.045803392777338664,0.04584471939795252,0.08699944942754186
CRPG3,-0.22324491619111922,-0.06470297027958592,0.07958008604294711,0.25418338551608977
POSI3,-0.16942462013088452,-0.08930495062333299,0.09647707777425989,0.17343849299080671
CTSA3,-0.2630799445844807,-0.11788906799211903,0.12505338989100753,0.4391020723530578
PFRM3,-0.13838879265713672,-0.06797873396218329,0.07940051129099315,0.1634735774888199
REDE3,-0.3484568626327024,-0.1431009934135881,0.1335318541077979,0.3774417344244582
BBSD11,-0.08063938438274573,-0.03403818615130813,0.03445386281529432,0.057644440961835415
GOVE11,-0.08672459688233511,-0.03495279298785402,0.03485372666495097,0.059940096231460585
RADL3,-0.10000015194184943,-0.05097336074476708,0.051328050633810726,0.08507428377618735
WFCO34,-0.09023966732556957,-0.05254923128998848,0.05226161755975228,0.10667856403183595
PMAM3,-0.18500468563264247,-0.0906857454461417,0.1135323100947155,0.2442575317941348
AXIA3,-0.2019013670217752,-0.0784170882283785,0.08202544053751125,0.16549888852916078
NIKE34,-0.12312099568738832,-0.05444296814959998,0.06307523495703776,0.14051433626225104
RSUL4,-0.23101575790460302,-0.05787916028285528,0.06900557896603643,0.19635256613540883
OFSA3,-0.10422282762653028,-0.05715510127811938,0.05833928448261547,0.09899052952734541
MDTC34,-0.10169161469192921,-0.04846167868332626,0.05040531593432148,0.11107856721876852
LOGN3,-0.158356489152228,-0.08702910442404625,0.10942142242325485,0.22868724158193468
RCSL4,-0.4054650377974951,-0.2876821427624503,0.2876821427624502,0.4061257719861232
FBMC4,-0.33058389971259716,-0.10258664694417521,0.07288741339555022,0.30287928816718646
MCDC34,-0.06550831306405688,-0.036359038317803745,0.04544545386906987,0.08917451944420351
SANB4,-0.14485753307198274,-0.08004251201418103,0.08004274132184803,0.16470168835540042
GOGL34,-0.07862566394573606,-0.04915146115365917,0.053665931215187895,0.0859273346492123
LPSB3,-0.18166634268171952,-0.08704185367225281,0.09770488948038424,0.16801115744024173
TELB3,-0.33505297098505826,-0.1407856673057761,0.17473663637396,0.6168560772918215
ISAE4,-0.07646118377441471,-0.03945701463382941,0.04677629865213488,0.10017438235657133
FIEI3,-0.3008791599908324,-0.10616349491559794,0.09367481330713141,0.21005464291778136
COLG34,-0.07396086901646198,-0.04308654565116949,0.040183121081706866,0.09817998842241864
PHMO34,-0.08603774484108428,-0.038024802128983334,0.042967939350708265,0.08382371670787193
ALUP3,-0.15795114053159917,-0.06584046489385678,0.0588401482659503,0.14540550195256768
ENEV3,-0.2151564730077972,-0.08004270767353637,0.08867201726373358,0.17194287569059144
RSID3,-0.18523077355701278,-0.09996385382341433,0.13193150076911644,0.2707178533101273
EPAR3,-0.24521267743804653,-0.12177890579688978,0.13772822237850363,0.2555268922045586
PNVL3,-0.13595290170767377,-0.06620113468112235,0.06117649854311931,0.11073975955505504
TKNO4,-0.1978861421952139,-0.06471111791031407,0.06995216401464763,0.16501780290400803
BNBR3,-0.16239138625852664,-0.08559133889157965,0.08239993739894655,0.15837731381387646
MTSA4,-0.12607948522485532,-0.06992115777515114,0.0681482910766683,0.15971674115812223
ENGI11,-0.1410966095063516,-0.05686656170874495,0.054601949421190114,0.11450954254266431
GUAR3,-0.15878551752425785,-0.08020092404092492,0.08003034946583086,0.1279894981352185
LMTB34,-0.09649643053547334,-0.047392071506524504,0.058827075084299005,0.15449167747983258
MEND3,0.0,0.0,0.0,0.0
HONB34,-0.08518671486675009,-0.04160976452655893,0.05008110429901202,0.15847989993850456
CTKA3,-0.5031433304492469,-0.15574580679194655,0.16220384350813044,0.597836940678685
CZLT33,-0.096160740738176,-0.05160754490545327,0.046671493180200904,0.07532974811996859
BRGE8,-0.23755397529786879,-0.059382193280316735,0.06286068542739257,0.3641540810235147
BONY34,-0.09617370294169615,-0.052006539749992274,0.05103940925534352,0.11246278373995623
AZEV4,-0.3321071092147746,-0.13462099568752758,0.17264286506761137,0.6137547110624271
DEAI34,-0.166499665296978,-0.09470979311399132,0.0839535675100661,0.1615197178064542
COCA34,-0.08142782766340231,-0.03636384085208337,0.04134930184915492,0.07983765041066464
TEXA34,-0.10205147496199046,-0.049409385049127834,0.0480111080265087,0.09956142165035059
ROMI3,-0.1352081650033455,-0.07491929540391608,0.08974442920969707,0.13272907834858413
BRSR3,-0.23032899707283655,-0.0953103080745066,0.10707173340931983,0.3182059600995343
CEED3,-0.30606036800802466,-0.13851604685412117,0.09551333730846935,0.27668198157606033
PEAB4,-0.21210810678241881,-0.08921599536842684,0.09153006565794024,0.1885688680563077
PDGR3,-0.6931471805599453,-0.16251892949777494,0.1823215567939546,0.6693681946354241
JOPA3,-0.17157276812436864,-0.07596077381876203,0.08325320117214355,0.2471478653464903
CTSA4,-0.2096887944605968,-0.11993819972390102,0.1431008348127645,0.37056065028422974
VULC3,-0.20137181543074564,-0.10805221877101595,0.10132431507659222,0.26065330604765075
MRSA3B,-0.3322119524935724,-0.07884096251826607,0.08300454993573543,0.4021302780914282
TEKA3,-0.4316026766634053,-0.17975536179974402,0.16608410756624253,0.7051440497844265
BRKM6,-0.2156292273616237,-0.08338158855084976,0.08573166491882217,0.2100039772436872
BMIN4,-0.2340526972398328,-0.10536067519335532,0.1278333759426977,0.35089548056027975
CEED4,-0.29033248526550026,-0.058713742821088495,0.02118575089024563,0.23303445882289245
AXIA5,-0.22187671750211638,-0.04266741367533515,0.07568447634088434,0.18821404073661402
LFFE3,-0.32239347502163035,-0.03097542965838547,0.009692071414131477,0.38611802378682264
CMIG4,-0.15266481038886073,-0.06165177292593457,0.062289638624976516,0.11403544708999787
IMBI4,-0.17746252307577356,-0.09054725395544862,0.09531017563616778,0.18387321628193526
DOHL3,-0.2596349185010893,-0.07499496091943227,0.06591094137035432,0.5932846674026313
EZTC3,-0.13730777822650805,-0.0667070862522491,0.06798376291385776,0.11343381691800954
DTCY3,-0.25300405360029043,-0.15174608227518308,0.17839336006585932,0.543065603777734
MSBR34,-0.11882929686365792,-0.057530111155236846,0.062353051669545884,0.14168540470642238
PTBL3,-0.1539526612769271,-0.07530837788136703,0.09345248318007889,0.1434079058632066
QCOM34,-0.12565720085962548,-0.06391189309320072,0.06445219066905492,0.14540254077601034
IRBR3,-0.23226497541858515,-0.10452555410842725,0.10909391578992103,0.21732273008259115
USBC34,-0.1485551814451874,-0.06115994938659746,0.062385366708932466,0.10379304942681729
FMXB34,-0.14059940617087993,-0.040291226447588396,0.053958828908384764,0.13227835203332367
BBDC4,-0.14068324684128622,-0.05313156633815325,0.052508497129874286,0.12298968107144963
EXXO34,-0.09545203188641929,-0.04633573921178631,0.04973144506271384,0.08878247219765005
CREM3,-0.1286597373753101,-0.053350553662140664,0.05342929096473686,0.15339553014776355
CVSH34,-0.13169106394124036,-0.055726084915566895,0.05717532423518951,0.11819876285965626
BSLI3,-0.2105483013384152,-0.09487277429746609,0.0874167901620159,0.35486395711107516
BBAS3,-0.14487634763378104,-0.05876608926997066,0.06445744726820841,0.12364838831538749
CRIV4,-0.09788288870449617,-0.0628370376240921,0.07283833817140464,0.13556956600022674
UPAC34,-0.10432340794337928,-0.04998875400853982,0.059494352924319704,0.11984580703639577
ITSA4,-0.09866541375771092,-0.04826903183576438,0.04767574167125285,0.0739666847508049
ITSA3,-0.08100964534081712,-0.05006586865999486,0.05368845578559885,0.08382400989466146
AHEB5,-0.27581143920775697,0.0,0.0,0.39662753839243736
AHEB6,-0.22974172636555587,0.0,0.0,0.5562963875818561
TPIS3,-0.18003244968455093,-0.08926289313888754,0.11660436018727446,0.22159546139627878
BRIV3,-0.13116168693528257,-0.08274541836917909,0.09509694571073699,0.2733569016969626
WHRL4,-0.12075447579614855,-0.06163332516068997,0.06778855379206367,0.18637151254423737
B3SA3,-0.12816995273864945,-0.05641601899711464,0.05927767766864661,0.10274459722141015
MWET4,-0.3004764540749643,-0.13571893125282541,0.16605282469747287,0.34558453469380235
UBSG34,-0.11788160393901852,-0.050863678518669145,0.06132340160599032,0.10241473998514394
ITUB4,-0.09666824464440787,-0.046366616023138435,0.048275919799426,0.09219695133387154
CALI3,-0.20875337031416438,-0.03298548121747039,0.043327037721281644,0.23248072413193915
