Data_Rebal,Ticker,Peso,Regime
2015-05-04,LILY34,0.06580961125508758,0
2015-05-04,MRCK34,0.07075008500911194,0
2015-05-04,AXPB34,0.0,0
2015-05-04,UPSS34,0.0,0
2015-05-04,FDXB34,0.09560490787113465,0
2015-05-04,JNJB34,0.07650656649395579,0
2015-05-04,GEOO34,0.008844125732059633,0
2015-05-04,WALM34,1.7995041918939943e-17,0
2015-05-04,TXRX4,0.006248421806309085,0
2015-05-04,MAPT4,0.0,0
2015-05-04,NIKE34,0.04289120788041396,0
2015-05-04,CTGP34,0.025683117715129027,0
2015-05-04,IBMB34,5.222661019022701e-17,0
2015-05-04,HOME34,0.07731408440900407,0
2015-05-04,BOEI34,2.5911332434639828e-17,0
2015-05-04,FDMO34,0.03461727309434127,0
2015-05-04,COCA34,0.046243677541595515,0
2015-05-04,BRPR3,0.0,0
2015-05-04,AMGN34,0.09707179221363144,0
2015-05-04,PGCO34,0.08171906243169724,0
2015-05-04,PEPB34,0.06621614393739099,0
2015-05-04,VERZ34,0.0,0
2015-05-04,CTKA3,0.02548434419777816,0
2015-05-04,ORCL34,0.010368763609941482,0
2015-05-04,DAGB33,0.0,0
2015-05-04,PDTC3,2.272512370424647e-16,0
2015-05-04,ABTT34,0.09954770526766542,0
2015-05-04,MOAR3,0.0,0
2015-05-04,ATTB34,3.0423200003887926e-17,0
2015-05-04,BMYB34,0.06907910953375243,0
2015-06-01,CLSC4,1.1459008104370861e-15,0
2015-06-01,CYRE3,4.720372417296251e-15,0
2015-06-01,NEXP3,4.8868332284377974e-15,0
2015-06-01,MATB11,0.09301556723695673,0
2015-06-01,RENT3,3.537594004669617e-15,0
2015-06-01,AXIA3,8.09137159291287e-14,0
2015-06-01,SOND5,1.0196221553284714e-15,0
2015-06-01,ITUB4,0.08947539792867776,0
2015-06-01,ABCB4,3.321965858256936e-15,0
2015-06-01,PSSA3,0.09314582325457922,0
2015-06-01,BMIN4,2.9032062126864966e-15,0
2015-06-01,B3SA3,1.7974360681341124e-13,0
2015-06-01,SLBG34,0.09872639703671189,0
2015-06-01,USIM5,7.237054276649952e-15,0
2015-06-01,FIND11,0.09105407439153225,0
2015-06-01,DXCO3,4.837065567222013e-15,0
2015-06-01,ITUB3,0.0908764717539373,0
2015-06-01,EQTL3,0.09760205081755018,0
2015-06-01,BBAS3,1.6491410357680323e-13,0
2015-06-01,PEAB4,0.09982131635529351,0
2015-06-01,DIVO11,5.2477215485967716e-15,0
2015-06-01,AMAR3,3.597270881448198e-15,0
2015-06-01,BBDC4,0.023048208954112862,0
2015-06-01,EVEN3,7.043747048032643e-15,0
2015-06-01,SMTO3,0.02961820231615556,0
2015-06-01,KLBN11,0.09917693231146768,0
2015-06-01,UGPA3,0.09443955764252464,0
2015-06-01,COCE3,1.6690207738710763e-16,0
2015-06-01,BBDC3,2.1022118405776524e-14,0
2015-06-01,EZTC3,4.262719794286443e-15,0
2015-07-01,LUPA3,3.5269676352977393e-16,1
2015-07-01,TXRX4,0.03281645600782512,1
2015-07-01,ALPA3,0.0,1
2015-07-01,CSNA3,2.4352997446576144e-16,1
2015-07-01,VSTE3,0.07311486528823474,1
2015-07-01,CMIG3,0.0,1
2015-07-01,CMIG4,0.0,1
2015-07-01,ALPA4,8.315840635811537e-17,1
2015-07-01,SBSP3,3.289284475783222e-16,1
2015-07-01,USIM5,0.0,1
2015-07-01,AMER3,0.0,1
2015-07-01,BMKS3,0.09982967797970646,1
2015-07-01,BRGE3,0.0,1
2015-07-01,USIM6,0.0,1
2015-07-01,CGAS5,0.006750923771467126,1
2015-07-01,GFSA3,0.0,1
2015-07-01,AXIA3,0.0,1
2015-07-01,BIOM3,0.07931477561504674,1
2015-07-01,VIVR3,2.075617260026605e-17,1
2015-07-01,ETER3,1.2421062398800695e-17,1
2015-07-01,SLBG34,0.09905860049371094,1
2015-07-01,JPMC34,0.09638498635796786,1
2015-07-01,MATB11,0.025019604898309518,1
2015-07-01,GSGI34,0.09648677616374013,1
2015-07-01,EQTL3,0.0975923538553216,1
2015-07-01,CGAS3,0.096909534039321,1
2015-07-01,ALUP11,0.09689253097629037,1
2015-07-01,ORCL34,0.0998289145530573,1
2015-07-01,AZEV4,0.0,1
2015-07-01,DTCY3,3.0194074695675295e-16,1
2015-08-03,RCSL3,0.0,1
2015-08-03,SOND5,0.0,1
2015-08-03,BIOM3,0.0,1
2015-08-03,TELB3,0.0,1
2015-08-03,HPQB34,0.09988463224549675,1
2015-08-03,BRGE12,0.0,1
2015-08-03,CEDO3,0.0,1
2015-08-03,JOPA3,0.0,1
2015-08-03,SGPS3,0.0,1
2015-08-03,BMIN4,0.0,1
2015-08-03,PETR4,0.0,1
2015-08-03,PEAB3,0.02592619886675675,1
2015-08-03,LIGT3,0.0,1
2015-08-03,TOTS3,0.0,1
2015-08-03,BDLL4,0.09586883699782857,1
2015-08-03,TELB4,0.0,1
2015-08-03,PATI4,0.0,1
2015-08-03,COPH34,0.09866618991182068,1
2015-08-03,HALI34,0.09986370391520417,1
2015-08-03,HYPE3,0.09469649613561541,1
2015-08-03,WEGE3,0.09770885883768596,1
2015-08-03,SLBG34,0.09850316771270798,1
2015-08-03,APTI4,1.362983404039336e-13,1
2015-08-03,TKNO4,0.0,1
2015-08-03,HBTS5,0.0,1
2015-08-03,ANIM3,0.0,1
2015-08-03,EKTR4,0.0994637601305472,1
2015-08-03,CATP34,0.09412721318695016,1
2015-08-03,BRIV3,0.0,1
2015-08-03,PSSA3,0.09529094205925012,1
2015-09-01,RCSL3,0.0,0
2015-09-01,RCSL4,0.0,0
2015-09-01,VIVR3,0.0,0
2015-09-01,AZEV3,1.5744277752987136e-17,0
2015-09-01,AELP3,0.0030770620493511744,0
2015-09-01,HOOT4,0.0,0
2015-09-01,BRGE6,0.09961441142219953,0
2015-09-01,HYPE3,0.00148386267158997,0
2015-09-01,MRVE3,8.369804378935942e-17,0
2015-09-01,PSSA3,0.09560522764360742,0
2015-09-01,TELB3,3.8365030111181073e-16,0
2015-09-01,PLAS3,0.0,0
2015-09-01,BOEI34,0.09880441239983483,0
2015-09-01,LILY34,0.09650392825252313,0
2015-09-01,BMIN4,3.144940815213029e-16,0
2015-09-01,TEKA3,0.0,0
2015-09-01,CPFE3,0.0,0
2015-09-01,SBSP3,2.145560925174742e-16,0
2015-09-01,PMAM3,0.008852331668566003,0
2015-09-01,SANB3,0.012019735343052649,0
2015-09-01,BMYB34,0.09720136802375003,0
2015-09-01,CEED3,0.02949642112684626,0
2015-09-01,PFRM3,0.0,0
2015-09-01,SLBG34,0.09963740158773796,0
2015-09-01,WEGE3,0.09987264230609938,0
2015-09-01,ABTT34,0.09746148809307344,0
2015-09-01,TELB4,0.0,0
2015-09-01,PEPB34,0.09805691007196717,0
2015-09-01,BBDC4,0.0,0
2015-09-01,DOHL4,0.06231279733980006,0
2015-10-01,AZEV3,4.167878756319412e-16,1
2015-10-01,TPIS3,4.6735921658374565e-17,1
2015-10-01,HBTS5,6.157412754994954e-16,1
2015-10-01,BBSE3,0.0008279191289974332,1
2015-10-01,CREM3,0.022384135569622925,1
2015-10-01,PDGR3,2.2899372497646894e-16,1
2015-10-01,PATI4,0.0,1
2015-10-01,BMKS3,0.0,1
2015-10-01,BHIA3,0.0,1
2015-10-01,AMGN34,0.0032978699718920943,1
2015-10-01,ATTB34,0.05966159829001662,1
2015-10-01,CLSC3,3.449065719956506e-18,1
2015-10-01,PFIZ34,0.069427411096338,1
2015-10-01,VERZ34,0.09866058830175402,1
2015-10-01,CSCO34,0.022469960618143714,1
2015-10-01,BGIP3,0.0,1
2015-10-01,EKTR4,0.01106055670668417,1
2015-10-01,CVCB3,0.0,1
2015-10-01,COLG34,0.09698195209410565,1
2015-10-01,M1TA34,0.09570086464788688,1
2015-10-01,MGEL4,0.004502088743934454,1
2015-10-01,GSGI34,0.08748444015261213,1
2015-10-01,MSCD34,0.09725514068025985,1
2015-10-01,USBC34,0.09569974265643441,1
2015-10-01,JNJB34,0.025066967933620347,1
2015-10-01,LILY34,0.09440791418336349,1
2015-10-01,HETA4,0.0,1
2015-10-01,IVVB11,0.07675598931031086,1
2015-10-01,LFFE4,9.790222119478648e-17,1
2015-10-01,ABTT34,0.038354859914021475,1
2015-11-03,BRGE6,0.004848881559912983,0
2015-11-03,USIM6,6.749505960347745e-17,0
2015-11-03,TXRX3,1.4796561008923848e-16,0
2015-11-03,TEKA3,0.0,0
2015-11-03,ISAE3,0.03848038443691359,0
2015-11-03,BDLL4,0.0,0
2015-11-03,WALM34,4.49116865327758e-17,0
2015-11-03,USBC34,8.402980116964899e-17,0
2015-11-03,CGAS3,0.0,0
2015-11-03,MSBR34,0.05137436025864306,0
2015-11-03,VERZ34,0.0,0
2015-11-03,XRXB34,5.263688556686488e-17,0
2015-11-03,PFIZ34,0.09572635409532858,0
2015-11-03,CTGP34,3.716298595177143e-17,0
2015-11-03,CRIV3,0.0,0
2015-11-03,KLBN11,0.09234080304707504,0
2015-11-03,PEPB34,0.0984451185031034,0
2015-11-03,DISB34,0.09399519740258036,0
2015-11-03,ITLC34,0.024489204952218,0
2015-11-03,LILY34,0.06101929715051743,0
2015-11-03,FCXO34,0.0,0
2015-11-03,LEVE3,0.011559492159075006,0
2015-11-03,BOAC34,0.05404782169541449,0
2015-11-03,CSCO34,0.09663867135197994,0
2015-11-03,AGRO3,0.09183222578859762,0
2015-11-03,FDMO34,0.09869703841490282,0
2015-11-03,EXXO34,7.005803964630214e-17,0
2015-11-03,MRCK34,0.06920935234911509,0
2015-11-03,GRND3,0.01309218293737314,0
2015-11-03,CGAS5,0.004203613897248999,0
2015-12-01,SHOW3,6.405469171675022e-17,1
2015-12-01,FDMO34,1.141814681769704e-16,1
2015-12-01,KHCB34,0.06625315084339366,1
2015-12-01,CSCO34,0.07978238435000704,1
2015-12-01,FRIO3,1.4725558078415412e-17,1
2015-12-01,AMZO34,0.09664650421672139,1
2015-12-01,AXPB34,0.0,1
2015-12-01,VERZ34,0.0,1
2015-12-01,M1TA34,0.09987515687020099,1
2015-12-01,ITLC34,0.01935003746522629,1
2015-12-01,CATP34,2.5360258571348816e-17,1
2015-12-01,CTGP34,0.017872993378979518,1
2015-12-01,COLG34,0.09753416474586675,1
2015-12-01,MSBR34,0.05653330429607257,1
2015-12-01,BRPR3,0.006262440953513415,1
2015-12-01,IMBI4,4.037630116912632e-18,1
2015-12-01,LMTB34,0.09898896560568525,1
2015-12-01,CHVX34,0.0,1
2015-12-01,BMIN3,0.09589169819232865,1
2015-12-01,RYTT34,0.0,1
2015-12-01,PFRM3,6.159629626380574e-17,1
2015-12-01,CYRE3,0.0,1
2015-12-01,BOEI34,0.07178883747098747,1
2015-12-01,BEEF3,0.0,1
2015-12-01,GSGI34,0.0,1
2015-12-01,MCDC34,0.09857799078767873,1
2015-12-01,PGCO34,4.417771972062507e-17,1
2015-12-01,BERK34,2.6203345502731855e-17,1
2015-12-01,AMGN34,0.0,1
2015-12-01,DISB34,0.09464237082333812,1
2016-01-04,CSNA3,1.8285765025123894e-14,1
2016-01-04,BHIA3,0.0,1
2016-01-04,ENEV3,0.0,1
2016-01-04,ALPA4,2.3352364683410656e-14,1
2016-01-04,SLBG34,0.0971241925089549,1
2016-01-04,BIOM3,0.0,1
2016-01-04,BDLL4,0.0,1
2016-01-04,BRIV3,0.004856348912065948,1
2016-01-04,MDIA3,0.0,1
2016-01-04,RADL3,0.09012134665684512,1
2016-01-04,MYPK3,0.0018580633755912036,1
2016-01-04,PSSA3,0.0,1
2016-01-04,BRSR3,0.0,1
2016-01-04,SMAL11,0.0,1
2016-01-04,MAPT4,0.0,1
2016-01-04,VIVR3,0.0,1
2016-01-04,AMZO34,0.09339932384056432,1
2016-01-04,AMGN34,0.06054550367765171,1
2016-01-04,BRKM5,0.07331032747361312,1
2016-01-04,UPSS34,0.09763609604937924,1
2016-01-04,DASA3,0.0,1
2016-01-04,TAEE11,0.0,1
2016-01-04,COCE3,0.0,1
2016-01-04,BBDC3,0.0,1
2016-01-04,MCDC34,0.09437109748891424,1
2016-01-04,LILY34,0.09512959244364905,1
2016-01-04,PNVL3,0.09650052495989686,1
2016-01-04,JOPA3,0.0,1
2016-01-04,BMYB34,0.09685607132128216,1
2016-01-04,LMTB34,0.09829151129155042,1
2016-02-01,TEKA3,0.0,2
2016-02-01,IMBI4,0.0,2
2016-02-01,CREM3,0.09234119812113563,2
2016-02-01,BOAC34,0.0988631994405067,2
2016-02-01,TEKA4,0.0,2
2016-02-01,CTGP34,0.096548525618225,2
2016-02-01,HALI34,0.0,2
2016-02-01,SANB11,7.784127284699387e-16,2
2016-02-01,SANB3,0.0,2
2016-02-01,FIBR3,0.0996099695784385,2
2016-02-01,TKNO4,3.021972184502715e-16,2
2016-02-01,COGN3,0.0,2
2016-02-01,AZZA3,0.0,2
2016-02-01,ITUB4,0.0,2
2016-02-01,MSBR34,0.019948773896640896,2
2016-02-01,COPH34,0.0,2
2016-02-01,AXIA6,0.06718575429106304,2
2016-02-01,KLBN11,0.09648299970991381,2
2016-02-01,SLED4,0.0,2
2016-02-01,CSCO34,0.09895884809091655,2
2016-02-01,DISB34,0.09796707620313583,2
2016-02-01,FRIO3,0.0,2
2016-02-01,PSSA3,0.0,2
2016-02-01,MRSA3B,4.599973278351574e-17,2
2016-02-01,BOEI34,0.09864953781015913,2
2016-02-01,SANB4,0.004728174118982251,2
2016-02-01,BRKM5,0.0954328421706758,2
2016-02-01,BRSR3,0.0,2
2016-02-01,FDXB34,0.033283100950204696,2
2016-02-01,RNEW3,7.889543267691627e-16,2
2016-03-01,ENMT3,0.005702343622383607,2
2016-03-01,LILY34,0.09977994993561738,2
2016-03-01,AZEV4,5.585782736688176e-17,2
2016-03-01,RAIL3,3.7248943684149823e-16,2
2016-03-01,BMYB34,0.09799744748208802,2
2016-03-01,BOEI34,0.0,2
2016-03-01,CTSA3,0.0,2
2016-03-01,GSGI34,0.0,2
2016-03-01,BRIV4,1.4718049082658476e-17,2
2016-03-01,CEGR3,2.3678046748224997e-17,2
2016-03-01,TEKA4,0.0,2
2016-03-01,HOME34,0.09482551006238267,2
2016-03-01,ITLC34,2.5413405251724692e-16,2
2016-03-01,RNEW3,0.0,2
2016-03-01,EXXO34,0.02505527516830925,2
2016-03-01,OFSA3,0.05949838675055009,2
2016-03-01,BHIA3,0.0,2
2016-03-01,XRXB34,6.483825452994854e-18,2
2016-03-01,FIBR3,0.0,2
2016-03-01,ABTT34,1.6152886540403983e-16,2
2016-03-01,BRIV3,6.374367620385917e-17,2
2016-03-01,NIKE34,0.09746273364484932,2
2016-03-01,BRGE11,0.09726541254623051,2
2016-03-01,KHCB34,0.07927765879840272,2
2016-03-01,CREM3,0.06411309526392686,2
2016-03-01,IBMB34,6.961668502276527e-17,2
2016-03-01,VERZ34,0.09906270736781184,2
2016-03-01,BRKM3,0.09542008042780727,2
2016-03-01,BRGE12,1.1557129290574484e-17,2
2016-03-01,MSFT34,0.0845393989296395,2
2016-04-01,FCXO34,5.89136873298149e-15,0
2016-04-01,SLBG34,2.0097109377576607e-14,0
2016-04-01,MDLZ34,8.735633252946906e-15,0
2016-04-01,RYTT34,6.132382443891292e-15,0
2016-04-01,KHCB34,0.09806311176489747,0
2016-04-01,PDGR3,2.1022213568300657e-14,0
2016-04-01,CTSA4,8.556771937809367e-15,0
2016-04-01,CREM3,0.018510593905188236,0
2016-04-01,HETA4,8.181254729897308e-14,0
2016-04-01,TXRX4,8.531527633231568e-15,0
2016-04-01,JNJB34,0.09875353591816298,0
2016-04-01,TXRX3,8.005005168353955e-15,0
2016-04-01,LMTB34,6.332098260339849e-13,0
2016-04-01,PFIZ34,5.7517031329417595e-15,0
2016-04-01,VERZ34,0.09698294708752055,0
2016-04-01,TOTS3,6.49369654514793e-15,0
2016-04-01,EUCA3,0.0376905132262129,0
2016-04-01,ATTB34,0.09824868797742935,0
2016-04-01,RAIL3,1.554175337407331e-14,0
2016-04-01,CEGR3,4.990707927739747e-15,0
2016-04-01,BRGE11,0.09714585127746732,0
2016-04-01,PLAS3,1.2041025535082262e-14,0
2016-04-01,DOHL4,0.0993155102434099,0
2016-04-01,COLG34,0.09834255621220907,0
2016-04-01,LILY34,0.004627930486623205,0
2016-04-01,DASA3,6.12373544338718e-15,0
2016-04-01,CSAN3,0.09697992208458293,0
2016-04-01,TELB3,3.81722311401294e-13,0
2016-04-01,M1TA34,0.09822658026984858,0
2016-04-01,UPSS34,0.057112259545212984,0
2016-05-02,VIVR3,3.5390317780549574e-13,0
2016-05-02,TELB3,8.170385994484208e-13,0
2016-05-02,BGIP3,0.09737981810812198,0
2016-05-02,EVEN3,2.2702265608237478e-14,0
2016-05-02,PEAB4,0.09753194372999802,0
2016-05-02,ITUB4,3.112850308639678e-12,0
2016-05-02,FIND11,1.1717368478125726e-12,0
2016-05-02,RAPT4,3.9214601952439723e-14,0
2016-05-02,VIVT3,2.5116577711948105e-13,0
2016-05-02,XRXB34,8.142359215336059e-15,0
2016-05-02,LREN3,0.0527355579024272,0
2016-05-02,ITSA4,1.4328106915015268e-12,0
2016-05-02,ABCB4,4.742423618594643e-13,0
2016-05-02,MTSA4,0.03361074843643854,0
2016-05-02,MRVE3,0.09581269394655972,0
2016-05-02,BRIV4,0.09939009640586378,0
2016-05-02,SMTO3,0.09631327357585644,0
2016-05-02,BMYB34,0.09783580785193473,0
2016-05-02,MSPA4,0.09953313151132825,0
2016-05-02,CRIV3,1.2988016965624759e-14,0
2016-05-02,BNBR3,6.029832608065191e-15,0
2016-05-02,TELB4,9.334338594441499e-14,0
2016-05-02,HYPE3,0.09653455039500823,0
2016-05-02,TGTB34,0.0,0
2016-05-02,VSTE3,8.021866657340584e-14,0
2016-05-02,CGAS3,0.09907292175182766,0
2016-05-02,NEXP3,2.1472346277210108e-14,0
2016-05-02,BBDC3,1.4650933961191201e-12,0
2016-05-02,COTY34,0.034249456375214246,0
2016-05-02,ITSA3,5.812299747170472e-14,0
2016-06-01,VIVR3,2.1202024144835503e-13,1
2016-06-01,HBTS5,8.119060350452352e-14,1
2016-06-01,VALE3,1.7905032073278632e-13,1
2016-06-01,CTNM4,1.1131556733526064e-13,1
2016-06-01,GGBR4,1.2636337219147866e-13,1
2016-06-01,HETA4,1.082262625564905e-13,1
2016-06-01,RCSL3,1.5277427823096518e-12,1
2016-06-01,FRIO3,8.378696585219174e-14,1
2016-06-01,VALE5,1.1265468836144747e-13,1
2016-06-01,BBAS3,2.311893177843627e-13,1
2016-06-01,CTKA4,2.126713561771402e-13,1
2016-06-01,BRSR3,0.09624377091305024,1
2016-06-01,MATB11,0.09548273216408872,1
2016-06-01,EMAE4,0.09746090061888413,1
2016-06-01,BRPR3,0.09320116499228913,1
2016-06-01,NATU3,1.0191640142772939e-13,1
2016-06-01,BRKM3,0.09658825127374993,1
2016-06-01,GUAR3,9.111784435304593e-14,1
2016-06-01,BBSE3,2.0434022761573237e-13,1
2016-06-01,DIVO11,2.5499401762607384e-12,1
2016-06-01,BRIV4,0.09923052770208184,1
2016-06-01,SHOW3,0.0998334241729889,1
2016-06-01,BRKM5,0.09523531422078904,1
2016-06-01,BMIN4,8.479417498985989e-14,1
2016-06-01,ITUB4,1.6252554003824941e-12,1
2016-06-01,TENE5,0.09994112905949888,1
2016-06-01,EKTR4,0.09933764139712563,1
2016-06-01,COGN3,2.4422972172911617e-13,1
2016-06-01,FIND11,0.027445143477478284,1
2016-06-01,DASA3,8.733083578928319e-14,1
2016-07-01,OGXP3,0.0,1
2016-07-01,OSXB3,0.0,1
2016-07-01,CTSA4,3.260769481025306e-16,1
2016-07-01,VSTE3,6.723523456941756e-16,1
2016-07-01,RCSL3,7.637263692028389e-16,1
2016-07-01,TECN3,0.0,1
2016-07-01,M1TA34,0.09487170268918847,1
2016-07-01,SGPS3,0.0,1
2016-07-01,BALM4,0.0,1
2016-07-01,CEED3,4.4570279051995556e-18,1
2016-07-01,DOHL4,0.0,1
2016-07-01,ORCL34,0.023308586247442392,1
2016-07-01,APTI4,6.464672474755274e-17,1
2016-07-01,BAZA3,0.08443847384522633,1
2016-07-01,AXPB34,0.0,1
2016-07-01,AMZO34,0.09608130626034661,1
2016-07-01,WUNI34,2.017017209613518e-16,1
2016-07-01,TENE5,0.08336579524618391,1
2016-07-01,EKTR4,2.311364415521791e-16,1
2016-07-01,JPMC34,3.7961699555773634e-16,1
2016-07-01,CVCB3,0.09501143600012646,1
2016-07-01,CHVX34,0.09680468992429461,1
2016-07-01,CTSA3,0.0,1
2016-07-01,IBMB34,0.03608710699955743,1
2016-07-01,BMYB34,0.09774123007746464,1
2016-07-01,FDMO34,1.132421003001182e-15,1
2016-07-01,CSMG3,0.09647314970926311,1
2016-07-01,HOME34,0.0958272508017301,1
2016-07-01,ISAE3,0.09998927219917203,1
2016-07-01,CLSC3,1.7866172151815933e-16,1
2016-08-01,AXIA5,0.09983783949936526,0
2016-08-01,TAEE3,0.09871419619699344,0
2016-08-01,CALI3,0.09822487314547769,0
2016-08-01,FIGE3,0.09813171751457335,0
2016-08-01,COCE3,0.0,0
2016-08-01,NORD3,0.08958688960024663,0
2016-08-01,ENMT4,0.09692308219090266,0
2016-08-01,PEAB3,0.03713295023574043,0
2016-08-01,CRPG3,0.0,0
2016-08-01,BALM3,1.2191680773741198e-16,0
2016-08-01,BRGE8,0.09903926568584602,0
2016-08-01,MTSA3,0.0,0
2016-08-01,DOHL3,1.7407405861950847e-16,0
2016-08-01,ESTR3,0.09828303641119142,0
2016-08-01,FBMC3,0.0,0
2016-08-01,PTNT3,3.658317101217845e-17,0
2016-08-01,SOND3,1.9888244938109055e-17,0
2016-08-01,TKNO3,0.0,0
2016-08-01,MERC3,0.0,0
2016-08-01,PCAR3,0.0,0
2016-08-01,BMIN3,0.0,0
2016-08-01,JFEN3,1.042698320174806e-16,0
2016-08-01,MTSA4,0.08572928087319784,0
2016-08-01,TEKA4,3.3608118450726423e-16,0
2016-08-01,MTIG3,1.0691122003970467e-16,0
2016-08-01,GEPA3,0.0,0
2016-08-01,ECPR3,0.0,0
2016-08-01,PINE3,6.938934182756295e-17,0
2016-08-01,TEND3,0.0,0
2016-08-01,CASN3,0.0983968686464641,0
2016-09-01,FBMC4,0.0687901402665279,1
2016-09-01,IMBI4,2.797444805910853e-16,1
2016-09-01,LOGN3,0.0,1
2016-09-01,CSNA3,0.0892496715111312,1
